Property_id,rent
4100,718.6209450317876
8744,500.64163469679863
2068,405.73942745660025
13015,583.8557241939567
13960,154.7194446207028
13336,601.0870197417986
8456,1149.8356437323532
1966,510.35227552611093
10748,551.6335522490475
11370,446.18301504704795
9658,796.4236400539679
8694,388.2581126058627
12832,756.7707809610351
10698,1208.3430945814948
13473,806.6245382023798
2994,691.8217639574862
4169,456.54432274221347
10428,41.04463408722938
7920,379.8817059753068
12383,479.20566488293
5072,486.53897963497104
10872,765.8415130982487
4463,462.4635434226911
5652,513.4429560269198
12837,608.7270181423768
12713,545.0766290713152
10292,221.54113586677562
11431,407.47905103661674
1963,463.6521958218351
1770,208.82745759643473
11403,835.8786990319154
3996,516.0456836620993
7925,532.7511265308731
10045,1134.7419601221654
1958,496.9002873301365
4818,411.52045859511327
11355,103.92155066341189
6076,873.4574186660435
8075,814.3510397684777
8871,1293.7603587934896
4266,300.21286867797556
13205,1001.8623769295273
12256,321.61091862114984
3647,740.4246122858389
11286,503.03194519992394
7454,176.06727883925151
10121,581.5664120485355
12063,478.3676179360772
8939,469.11981147058987
8643,392.77535201174413
733,281.24321088660184
796,571.1671443681646
1594,674.6413727061928
7429,855.3470618380603
9090,237.63381168313487
11220,356.17727184885865
5835,443.7681199138967
10035,823.9538972266478
411,194.9093851996471
2120,449.5992037773268
10640,532.2631937224993
6097,1015.0518539322917
1922,647.1393652648343
2141,265.88884499587596
3856,635.1469000221337
9726,236.82035058803564
12157,408.12973795972556
8927,576.6230168702944
1490,791.2792922522412
9026,404.03774380453353
11508,594.8237416680405
7766,427.4379084636788
6866,647.7374163714995
8487,327.5897503645252
5251,941.4837146261372
3692,1009.3446594545429
6552,530.5866085149814
904,986.4350198899938
12219,419.0665814085339
488,348.7786274282821
4163,537.5187631112695
14011,470.6469978612966
12246,438.849700295007
8911,586.0335975077722
903,326.7671218607706
2013,1016.3986816275767
4191,337.70359443750914
4862,310.7996180455604
5229,530.311132953173
6105,495.64857650123827
10445,567.2379243849632
15,478.68105348309103
3593,1045.0347676784243
7029,243.2641814466246
13066,1055.5279109459527
10751,274.7480848021391
10466,510.35227552611093
7074,605.3797079396754
10672,338.3045982860431
9108,266.5395319189847
7915,654.619476906632
13147,402.736369958316
3223,643.8829578501662
13807,625.5130626280973
12173,200.9812745911796
6585,530.7493826869719
1517,1084.6231360068964
4521,360.3610982820437
3208,634.497865364835
2457,286.59428807108424
1359,1127.0922832703263
7439,1217.276036247886
8792,362.00519400909263
7229,751.924128725906
12797,535.5667023419433
6456,1072.9400777820117
8077,183.46330745106565
2035,198.67856703332342
9523,624.194516466757
1347,501.9430286002717
287,526.5067484357398
9591,975.6044673058545
3523,693.2988763442927
3209,702.7970599270398
8424,614.5390079377729
8463,-8.509453891606086
3479,813.9410301251683
1108,590.888466161368
3705,277.44673121961165
2361,795.9252649175896
4994,1188.4463588676444
10307,333.0994938304983
2311,563.7219785762094
10194,305.8566137966447
7692,638.5898394627715
5764,447.3967658907409
1748,488.00310759592355
2632,362.19267569630665
7110,586.821570450725
9882,448.5236424755985
2693,1176.4409140019748
5640,251.0857998791093
13432,266.7375099964597
10257,371.29056953045995
10033,367.46897136166535
1581,735.3314060824781
9024,457.845696588431
1663,655.0577266404309
9764,1098.0188307292992
7641,1135.076655817546
8622,1050.5140851375654
4906,489.79241425051487
354,812.2228294719814
6303,1467.4468161137613
5999,875.7830337279752
10158,398.6194203010282
2958,738.193508067812
3653,880.0368571967981
1796,395.62849687869436
12426,457.14532659074746
1607,399.53261841734695
2715,469.39530708965384
10401,449.04825387543747
2590,435.77200422005217
3380,331.7977290549554
9192,362.3804053703929
1990,136.1495639851275
11233,307.7589914913962
13631,603.6384521511043
8566,649.2512274070268
14058,581.7291661632705
12277,658.5486968898334
2110,411.68321270984825
4166,655.4959763742299
6553,491.6568520173165
4190,412.77216942401157
10711,521.6263904082697
1419,358.4880069211098
174,447.83501562453984
7609,467.42985090789256
1784,945.4391514479191
9775,1143.8206384460605
7475,232.70307641802225
3679,719.6385274791727
7638,436.5854653151514
6576,1201.4712865474107
4510,463.32666753510966
10141,741.9849081593911
10236,632.107945791035
100,473.73767836210544
7489,550.269990380235
1698,558.1534059059893
6957,312.8768839309973
3777,662.0028456053177
6974,416.18835815429037
12804,345.4742684589344
1723,826.4910246767853
4503,470.04597395550707
8305,469.83355682345285
837,764.0773249454617
12656,389.28438176234164
8028,373.3506631007741
10547,351.75658648201744
6715,675.5166308945616
4046,903.086395124669
1062,384.30430799263536
7628,587.259820184524
7497,1096.4144900885021
13167,578.2750174477862
5728,466.14187247411
8743,923.9877631909521
11170,889.2689898782485
7502,483.07308777286187
11062,988.6182057680298
5207,834.5468789003644
9839,286.0823791491337
10889,459.6350032430223
3419,1018.3294621912805
795,498.0389070616191
1535,490.39341809904886
1040,551.5216811518777
5002,552.0096139602515
10696,433.16925652761705
11125,966.6927056928615
8421,736.3577165751958
1618,766.6278277507786
6400,365.99146804553345
8483,316.1570692569
9163,779.611658602284
5036,512.2667872968127
8673,524.8435173044182
9229,150.1716374872637
5445,174.8544315176793
6910,674.1534599550745
281,1145.4656509396127
1115,262.1474775719583
773,206.66293958054308
709,411.6832327671038
13288,857.9705017609036
10826,305.5565536048103
7317,760.7219623682249
12448,393.5888131068434
9162,389.28438176234164
11877,-37.61586817014074
3704,312.4895585510021
10435,331.25468400350906
2875,483.4482991341622
5427,324.47739872876843
7823,481.68889346166674
7158,527.1073814122038
3446,277.44673121961165
12483,420.49278949879215
12967,749.2337780882018
978,634.497865364835
4401,111.30491936209756
32,617.7924425533167
5340,509.75127167757694
1576,325.77877257498596
340,422.53247327064304
8779,500.7664689408393
11735,188.13029024373918
4368,366.6848367148947
6747,1059.8323422904546
2086,432.3545328743055
11243,393.5888131068434
7554,1170.887368952744
6299,337.92938692474286
2496,1517.504437135587
3956,446.27891377208545
3939,442.9295804315041
11014,195.8003437790798
9631,394.8150357835951
3515,376.2706433001663
3342,604.3404543573424
469,1453.6824987421496
12488,229.0113920686794
4465,1165.2569991892544
11219,449.43644966259177
4342,494.3472227122763
7982,381.7512433747751
6302,455.1260195023982
2975,575.4844171960674
103,959.6010467005744
2202,297.34762984958604
3781,523.7545806475105
6462,793.2605639382555
2460,595.1811543592448
5217,365.6468244117908
3920,554.7751157674215
5372,-563.0641798899604
8288,449.22399241602653
11709,352.6910447467031
2440,19.60827334403541
9103,883.6875412102535
8467,826.8998926370923
10494,283.95360045069935
6070,262.24682366385235
8766,419.02866153783964
5748,872.9920224896753
9244,416.0256040395554
8630,247.84410841019042
14047,400.38494424149997
8508,473.1370453856414
7259,874.3135414501398
12605,353.67109825271933
9945,468.27006271335074
9380,956.2557950614082
6202,1264.1747868569669
3786,942.7366667342645
5660,347.34735981986836
9465,589.3245811219406
12190,380.13682491086905
3026,818.3235274631581
5913,1008.414309080357
10260,864.9450024992823
4639,455.8267804294072
9728,389.28438176234164
5141,938.6029356911795
11319,335.31367486370925
8551,1679.7063655222705
5080,615.1400117863069
625,469.99631093818783
7137,511.05264552379447
5923,648.1756460480431
7255,295.13344881637516
12729,206.87539682710837
11108,892.7121030036495
9460,435.9844614666174
10535,463.4894417071001
6373,459.6220188171683
11851,499.6027720437911
10586,1027.221171420757
6344,544.3641249976813
10145,1059.8323422904546
1769,303.85449908067375
6903,835.6541277666553
361,1067.6539607229392
4605,432.7310268510736
13937,280.614763500379
10086,316.9261963399367
182,79.27657503940361
3025,449.43644966259177
8560,664.6552763723275
748,760.9045120041203
2535,422.31964515200787
7969,1003.3528646715133
4964,635.537118947168
3822,513.3419576692156
4044,515.2577107191466
4353,1082.0362992930995
3951,496.5250759688363
4065,506.0099042536593
12610,384.0409464495217
1890,283.95360045069935
4402,284.30644784972185
12208,653.6420204175686
2929,523.8042637220852
1112,283.3408534555404
6490,736.2697026433457
5847,499.076508378142
6193,489.95516836524985
1563,568.9775479649796
7145,1187.4838885561153
12933,515.3073937937214
11962,625.1745499155178
11555,290.5652649994343
12285,384.77925637515506
11515,503.5699106759592
10702,1168.6141026938137
285,459.2547123063109
11725,982.7550786872758
13061,641.8933480822154
11201,352.97772958335804
2502,201.76540923795028
12251,547.2790669579011
1262,445.35656952609463
6235,2246.079875175288
10058,597.5710739330448
9774,1057.0171574087096
7059,910.6217043954537
5965,479.5938606700844
10779,1226.8097456913774
3300,505.3592173305505
1715,594.1419007769118
4751,475.8253516064824
9417,1002.5084436978033
13150,380.57507464466806
10079,1297.825211308997
5174,274.2980919217151
12856,749.294630323112
10664,931.9721357381718
8109,246.79311168123246
11056,725.9851783262006
11180,257.59266911019694
3144,133.28308387750883
5921,460.2856901661311
7277,257.39197506751213
8247,561.3736835990334
11942,456.60611983548307
12160,365.8083372472967
3001,496.9002873301365
10018,313.49826446303297
9820,607.5938889728862
13525,393.9598165216195
2118,373.02895183124735
2484,262.78099217994435
2910,891.3765923212546
5033,630.3679312816931
9258,321.5991754745249
11002,392.89802150439607
1494,588.0732812796232
2326,328.1060447056126
7865,515.9580807168302
2082,387.26507467399244
12487,605.3914510863003
3892,1311.2771995049716
7513,476.9414299030745
7384,530.570374252139
9397,650.3267887087552
12295,352.41938742382104
7860,596.3694371080467
7713,482.8472952856282
1531,356.1883269752618
13319,427.66370095091247
9640,1208.0705205993258
4314,459.1967535092233
9582,512.792269103811
10192,927.2641301707118
7646,303.91245787776137
10080,585.4204595832879
4694,424.1089317493437
2184,360.4413290269207
14020,642.3182425180905
8375,369.76377406907864
8654,231.13868559867217
7964,412.77216942401157
6148,706.3130057357935
9702,853.4131589042049
451,631.2250395861375
2936,687.8675684149334
12767,488.2406632870377
13158,787.6926513214471
9962,366.34719440947435
2520,434.8955248097097
13813,165.6284736597525
8746,1348.6940836585773
5063,944.1431206396012
8118,313.49826446303297
1741,600.2574373777896
7031,230.2504429844492
2302,1010.330062130288
10666,432.2927570600191
2537,480.24454759319315
1612,1110.5639693172416
9602,303.91245787776137
7904,524.5871570896269
11648,614.0409935135683
5264,858.9340983938482
3942,1267.6598954510619
1476,1166.739257568072
2453,236.15630836700296
178,318.70375984790314
11497,331.40953326780107
13095,906.9247123198372
13750,445.00684631694094
12754,1314.5227292700724
458,296.4449281235283
1011,308.1471872785506
6153,502.5936954661249
2479,566.8627130236629
3888,614.3573879058665
12833,83.30462729997623
64,534.6155642976747
3283,375.0819909010222
971,945.885306032161
6378,457.14532659074746
9037,956.6256633848087
9097,1100.1114821641186
13703,301.18760920182905
1248,641.4429843297216
6862,791.5823051859444
8181,510.1895214113759
7230,1256.6652298447334
11184,460.03529299161596
2026,331.8474121295302
380,1079.4297746979769
3317,335.47642897844423
8389,243.70243118042362
7799,389.28438176234164
10475,561.7820518828333
8238,962.3328578625576
4202,1178.7089873852287
1023,530.1483788384379
8656,304.8937526630067
7307,501.29234167716294
1721,493.6468527145927
6555,654.018473058098
11789,426.9996587298798
5124,634.059615631036
6843,723.5426490178253
7718,614.9772576715719
6419,1100.1883068783777
3571,334.45015982196526
10203,416.4259138454046
11287,316.1570692569
12398,353.67109825271933
11865,348.5532058131183
9028,851.8811699759513
9,796.7852387582711
8728,356.4862831344642
5900,945.6569316751284
4192,720.0271141956524
5007,58.75048708826563
10369,328.15609865225724
4983,781.5663116578326
7055,373.02895183124735
9312,379.74949953087395
6441,533.0136176668275
9533,335.1012176171439
11915,554.8369329179467
8184,334.66296788334495
7637,842.3413757504203
5863,705.0612949068952
6626,505.3592173305505
9705,301.8778536813215
8795,420.5937677992407
1767,423.1334771191771
10359,858.1829389502134
7959,468.14359626075554
2821,287.7621941363843
2343,429.03934250173074
8558,663.8418152772282
10373,290.898719415586
3644,393.02572912900376
7629,382.35224722330906
3185,443.41749318262237
3680,407.0408013028178
2747,208.69015151933525
4348,400.8836552808838
8409,1152.5604731767808
7232,817.657294301652
737,300.8268569523636
11312,421.9702928149241
7678,645.2006798506875
8731,430.9550955516617
3990,1024.7854418241927
11059,812.8559118144034
3352,734.1632897269064
2313,563.7219785762094
3852,698.8416231052579
4960,746.6689703237166
9673,166.66772724208545
1054,1216.0510547431468
8170,563.346767214909
10370,328.806785575366
3070,1075.7281009668168
7301,504.33331904614147
8869,532.2631937224993
4430,770.5319492894312
3659,324.47739872876843
9021,130.6510297940007
9683,339.5257413873837
10994,1461.702788079439
1035,378.9230740671762
6244,435.77200422005217
9416,291.4417644670323
8319,479.81965315731804
5838,570.667097541096
9186,301.64031804746287
12476,523.4657510095058
7309,489.5799570039496
10943,684.6641877460341
9717,389.28438176234164
5911,516.0456836620993
13037,609.0943246532341
10846,270.36977668236204
2705,331.7977290549554
12697,484.7993560549545
9242,465.4911654937457
2610,259.607052809971
11587,402.573615843581
8413,456.54432274221347
10639,648.2871049369043
6736,951.3091000404029
885,1052.0107238579699
2070,516.8591447571986
2272,1153.0432136194654
10006,534.8663323442597
11988,333.457121890095
7827,1071.094323096663
5041,520.5508291065414
11710,275.349088650673
10504,1051.9168482708124
1965,214.90943239164727
10425,969.3730936938309
11893,1124.8242098870724
2020,746.0300064899773
6330,210.72983529118613
11352,491.70692602121676
7073,483.2855450194272
5175,409.68148892320266
3997,710.9671602894489
9153,644.6964189452655
2228,306.5531454981463
587,447.43468576143516
9177,445.35656952609463
6500,233.32297360133367
5381,467.41866169030163
5291,363.51900504462
9394,150.1716374872637
4016,343.39700257349756
10163,629.5548811731747
1740,423.1334771191771
4773,447.90926327188504
9564,362.8186551041919
8519,1264.4662086739772
7488,411.52045859511327
12234,308.75993427370946
7869,443.5802673546129
7794,389.28438176234164
9932,395.41603963212907
2268,722.7559173541017
9067,361.4003518643767
12461,415.02517385003745
7667,433.5941509634921
10710,443.0923345462391
2678,306.24480958379905
5573,647.9498535608093
10207,900.5229078934981
8909,556.2295530418687
6724,304.4555029292077
1122,308.19687035312535
12085,311.29582657644704
928,641.1674887106576
11675,861.2868598983491
12362,399.3201812280372
4027,353.5955561539281
2955,978.9576589998734
812,425.5734506396216
1724,1087.1745684162024
11080,349.5411641695775
5460,279.82874594296857
48,530.5866085149814
9487,303.85449908067375
2407,593.7537049897575
12895,1153.2504358155243
10499,707.373148487207
5934,620.6076274350617
4041,484.58691886564475
11713,440.4516469258542
11066,350.85591337097446
2088,685.4638624993731
10655,407.30455377525686
1254,395.854289365928
2271,554.011748733478
7077,318.57029206698564
10726,307.284063166132
5889,401.64741324415274
9250,389.28438176234164
9849,354.40901724902733
9944,532.2631937224993
5370,1069.221231735729
5380,1003.8770438057882
11359,558.9668670010885
386,721.8794178865038
4963,295.1914076134628
8628,400.4415672509028
6698,323.9894859776502
4030,647.0733540932113
3435,420.8386744117638
9279,389.28438176234164
3752,236.8700336626104
10219,495.9240721203023
8574,456.54432274221347
7146,311.85061477451836
6393,791.4195510712094
8127,472.6987956518424
1271,563.7219785762094
6952,633.8605337396501
8365,271.3067775700559
11342,1021.6676263715265
750,338.3045982860431
10960,897.0837867990033
9510,79.09991973231115
13356,407.0408013028178
3207,550.269990380235
3533,471.78561759277915
13948,257.2263419878587
5708,533.0136176668275
12477,663.6163936620644
8105,306.3700146999096
8982,693.3014381568361
3805,307.5461834300166
11974,1180.529623568773
10537,608.0321387066853
4349,455.55089388101777
7682,577.0739265172218
9387,298.61143463992363
10638,1100.1883068783777
2767,944.1431206396012
9171,380.2244479133937
11529,80.61425660501652
9187,489.1417273274061
5933,463.0511919733012
14002,544.6383793375162
1454,493.04584886605875
12995,589.7252818571151
3609,272.1030462927769
1226,604.7653287359619
534,459.6350032430223
3112,432.7310268510736
13561,175.11655178156389
8742,865.1867522114943
9750,358.10070159837016
6129,1099.7500571445785
9483,327.9303061650236
9054,1177.2891733790834
8086,630.4309696541918
10112,355.87353613930526
10558,444.143331275197
2215,733.2169821277422
4660,536.4431817522858
13980,718.9632759832936
1140,454.1673875942676
13659,522.090129515943
8471,746.5921456094575
474,481.5459214394107
7665,432.29277711727457
4075,319.383753162085
543,859.364295753112
7579,329.84566828562913
1087,336.27230677183985
10847,520.3008429186073
3222,499.5527180971464
8404,936.4543487111814
4337,83.00203271320447
2665,725.5080851423311
7732,389.28438176234164
9612,793.5318041427274
8148,173.17459647317315
4113,442.4913306977051
8778,442.9295804315041
13524,345.3076760480174
1007,774.4360708280839
12511,297.8438383804727
13952,299.86314546882187
8891,277.7890621711176
1386,808.1343980442305
6533,449.43644966259177
4149,198.41697260661698
6804,683.2752109545476
11210,907.9938995947084
8274,676.8425693135496
7825,1105.8186766418673
12267,611.898320317388
13730,412.7342094388062
6351,807.6867241489286
11137,435.9844614666174
14066,1040.6731596167315
7318,348.9284171744186
2190,237.20403520171703
13811,158.24510496106683
4247,487.51517478754977
12941,338.9673992278467
4516,1139.6789612162938
8128,313.102676418231
4606,296.60971085327805
3612,261.2960966061647
5982,1155.3990227955221
1351,557.6521177996916
13487,373.1165547765165
13183,777.2217390284841
5529,1151.8050109932801
13920,184.4386058943964
10882,573.3695822547505
5689,286.3356151740563
11470,323.8713153048234
11797,295.1451919630001
4507,257.4878737925496
1394,447.92261856980895
6741,352.81497546862306
389,846.4632574590269
3657,584.7200895856043
8664,421.7151738793618
13620,895.9356300085234
8020,496.9002873301365
1936,498.2016611763541
4665,335.100846745074
4456,803.6336147800458
3782,1114.8461410676018
6721,557.7030421534954
7820,301.64031804746287
305,328.5442944394116
8803,889.4879809110079
13746,1074.5454454195744
12032,265.4260106320511
312,699.8061365047058
13334,379.5240779157101
13748,496.1944881639552
2146,251.7806793148008
3234,634.1386112285129
358,402.573615843581
606,314.6540565096382
13035,252.1367966080672
6139,443.5802673546129
13847,158.24510496106683
13936,378.29462668095334
477,388.9079291218123
9441,608.2082681765996
13868,489.2535570883372
4748,550.708240114034
4339,352.45695647970103
14060,867.8215522087326
3502,1184.3393571487186
4897,724.4191484854233
6404,372.9404253066021
9555,552.9724750938896
7482,537.2562519180597
3998,456.59400581678824
10403,391.7243753400418
3945,463.27698446053483
8765,1212.8495045590748
10039,419.63705764402124
3964,651.6415379101521
11807,943.1469458646752
9314,959.0894860359728
4920,796.6095002176821
5222,503.4071565612242
3194,437.03545819557536
7276,613.9972041655557
1745,1025.788407744386
1660,1158.9556223747013
12548,481.2458612475763
994,389.28438176234164
6885,520.1125793727424
4642,238.8220944319367
11599,472.44418930907534
13563,486.964244942916
6024,1194.1802826695525
8516,405.38880072532584
7656,536.0045611464169
10128,797.75941077297
11206,430.53650828783475
4105,360.3610982820437
8979,1094.4368998307905
7707,389.28438176234164
249,635.537118947168
8179,527.7584592646381
13450,425.5355307689273
12846,262.3854041351424
6238,477.8166880914434
697,506.4978370620331
4047,1216.404616355699
863,398.0684703991389
7268,429.64034635026474
10828,830.8051406043769
2178,426.8748445430947
6177,258.69371978579954
7989,728.8245368513905
1431,373.8130864780181
1321,466.74287632264395
9330,286.5484432926914
2443,278.69901045044804
11069,600.6487700079996
13039,273.24437922754737
519,357.8882443518049
3878,1012.3493692186372
71,1259.420916561075
7069,859.8853380443311
10948,740.1621010926289
3624,473.68799528753067
6204,886.1635830152668
3434,334.1734229236722
12103,567.6761741187621
7262,821.1481365064058
4640,381.02071663611474
2663,313.239591566005
7106,725.8336134290565
42,1180.3406671955784
2656,1008.577063195092
2612,320.4433834279196
5804,498.25134425092887
6088,603.7027318028322
5147,462.2377308782019
13272,526.61944860383
1352,513.5388547519573
2040,158.24510496106683
5565,550.708240114034
7677,924.7900495413646
5383,1046.3803540944803
2849,321.2109796873706
7208,511.49087520033794
1311,641.0047345959226
4107,236.8700336626104
10623,1273.7593521630092
1483,1235.0074921444493
1656,441.6778696026058
1945,680.2717424696824
13945,253.37092413526182
5884,570.1161476392067
13461,917.9191436936634
5260,128.34184674500028
5126,929.8936285735058
11724,1228.1344428311363
12447,330.0205564763145
8969,268.5871004840231
1534,312.063422835898
7626,473.68799528753067
11530,275.8011046689769
218,501.30445569585777
12371,369.7888725136275
3911,870.1798104070547
8798,1048.571602763475
3527,684.4383952588005
2629,506.54789100867777
7043,223.46389024502884
3670,506.92310236997804
12326,145.6696162326905
2596,506.54789100867777
6827,307.3337261834513
901,330.4963552087379
185,540.571483626873
3017,240.28624245014475
11221,626.6520732889053
11791,469.5580612043888
12139,768.2878807028059
9620,405.8771044057695
11455,409.7311719977775
593,587.6350315458242
5702,731.965271298844
12123,237.24524502391068
3903,1015.5316063214815
539,634.8981751706841
12584,586.821570450725
9878,503.0398500503669
14042,289.2530928649513
11076,1194.2571073838114
11680,525.3302088335629
5554,503.4071565612242
5149,1115.994297858082
3773,359.57859584382754
395,533.4018134539818
6840,1407.0913222460208
7008,486.15078384781674
8407,1013.4394195807206
9415,486.53897963497104
7661,257.1544193763979
4338,982.1384781766266
2158,601.3128122290323
5197,764.9378671880813
5668,1203.4217151081825
2426,1283.6286405455012
9100,281.2932648332465
10008,547.7173166917001
8757,745.0829809178476
5351,661.4018417567837
6217,216.6357006737399
13684,765.054108557234
2352,660.2434399328222
13875,221.6408728879951
8486,514.3192818097543
13534,469.18284984308855
4619,819.1049100643694
4901,733.5125827465422
10285,284.49664550214567
466,867.0812250558029
10888,1768.949294350104
114,422.53247327064304
4449,927.1702545835542
12948,454.0663892365635
4376,320.99817162599095
10246,966.6581929562606
10357,604.7787040911414
36,251.7854343774863
3661,459.7977573577573
12301,285.82311779291206
13157,558.0903675334905
4950,351.1058995589087
8720,341.11978316778794
2324,186.71674206660947
2857,321.86166661047935
13106,1107.9331005966033
14017,1027.221171420757
869,300.8268569523636
8758,389.55948645208025
2345,809.5203447583269
3943,956.3593552316555
9344,621.6468810173945
5461,411.0783705651323
7771,614.7017620525079
7984,294.0941952340422
6347,940.7161183666861
11733,394.02706284064243
2949,497.08776901735047
3064,783.5077478236567
2055,479.64391461672903
9698,617.9551966680517
12011,406.2273402077185
13128,732.8401385578875
13908,280.1297096569237
6970,733.3071669428102
1373,330.98426795985614
2022,276.57531132742474
2367,450.0374535111258
6486,399.9842234490699
11837,528.0418396768895
5971,325.30260297049267
13604,423.20442034211874
12066,556.4137823259728
6511,274.22222531019827
9621,429.64034635026474
13592,583.7309100071716
11922,791.150876963875
11931,467.6560744389627
11228,402.135366109782
12156,1497.1659773874549
10492,245.7168148801976
11860,359.739717750008
5717,468.7575845351436
1624,434.6830876203999
10946,547.0035713388371
10331,435.9844614666174
7392,928.1214942340372
7368,327.2053715945696
10782,1422.169472052526
1702,230.0876888697142
4873,475.90217632074155
7285,1027.221171420757
2616,864.0343661955069
10910,566.4244632898639
6642,489.1417072701506
13782,394.02706284064243
1027,344.64871340239586
1684,487.1896665580798
9211,281.24321088660184
4707,473.5122567469416
10052,492.34547886837515
10602,427.88734741506875
9614,847.4095650581911
7673,795.9588132945735
8870,319.9592889157278
1003,673.9527458551341
9472,796.5925770328662
9231,869.5088033559913
13096,460.8487540867152
11657,324.0391489949695
8411,876.1824187327204
1218,489.1417072701506
4036,1052.7286717984744
5647,1489.7094674128007
8002,1260.479797861975
3211,517.2973944909976
168,398.8819314942382
4058,904.470993793871
13442,434.1705701820002
7533,298.1731849061246
12252,406.2273402077185
8608,346.7259792878327
4696,668.7003272632594
6390,496.0868262350373
13777,571.1990458734193
4340,620.621002790241
7796,339.78086032294595
2859,489.79241425051487
12119,360.17796748380704
8510,1230.8407659481895
6651,648.1756460480431
2532,1166.7883534119742
9845,436.14721558135244
4863,1594.5789652414592
5404,331.8477830016001
3882,372.6499021737651
11282,123.26766109531496
3488,317.5322797638818
3387,281.24321088660184
3756,341.1828215402867
10262,981.4014294802612
2895,502.9676655481961
1200,1290.0695265912912
11110,366.6848367148947
248,436.5854653151514
6128,614.6589248288678
4302,794.0281601977064
7900,223.74357375336155
5513,186.71674206660947
13881,521.0257774890612
512,1320.1071115339619
2877,446.3457691617829
8741,362.8804521974616
6180,901.1464684312932
13269,358.26345571310515
13695,552.6227518847359
8910,576.7857910422849
1808,955.0254706259859
12661,607.3435118556266
10467,372.5919433766775
4129,393.7719439050801
8224,556.6641594432324
6655,392.2874392606259
4852,502.5936954661249
11168,326.4399332736347
136,251.7854343774863
432,199.4775690165879
4099,376.2706433001663
3669,425.5734506396216
13843,488.4034174017727
13882,393.42605899210844
2799,561.1693048876745
9841,1192.2841920895935
4418,448.7857426822275
4966,537.2562519180597
8130,325.5529800877523
7592,600.2735586466993
4992,908.9502852372023
11256,343.06104564884873
6701,1584.4032312349664
5225,621.6468810173945
